khmer,english,category,frequency,safe_remove,level,domains,token_type,notes
3178,latin numeral 3178,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3179,latin numeral 3179,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3180,latin numeral 3180,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3181,latin numeral 3181,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3182,latin numeral 3182,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3183,latin numeral 3183,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3184,latin numeral 3184,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3185,latin numeral 3185,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3186,latin numeral 3186,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3187,latin numeral 3187,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3188,latin numeral 3188,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3189,latin numeral 3189,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3190,latin numeral 3190,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3191,latin numeral 3191,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3192,latin numeral 3192,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3193,latin numeral 3193,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3194,latin numeral 3194,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3195,latin numeral 3195,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3196,latin numeral 3196,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3197,latin numeral 3197,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3198,latin numeral 3198,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3199,latin numeral 3199,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3200,latin numeral 3200,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3201,latin numeral 3201,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3202,latin numeral 3202,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3203,latin numeral 3203,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3204,latin numeral 3204,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3205,latin numeral 3205,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3206,latin numeral 3206,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3207,latin numeral 3207,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3208,latin numeral 3208,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3209,latin numeral 3209,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3210,latin numeral 3210,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3211,latin numeral 3211,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3212,latin numeral 3212,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3213,latin numeral 3213,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3214,latin numeral 3214,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3215,latin numeral 3215,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3216,latin numeral 3216,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3217,latin numeral 3217,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3218,latin numeral 3218,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3219,latin numeral 3219,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3220,latin numeral 3220,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3221,latin numeral 3221,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3222,latin numeral 3222,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3223,latin numeral 3223,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3224,latin numeral 3224,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3225,latin numeral 3225,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3226,latin numeral 3226,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3227,latin numeral 3227,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3228,latin numeral 3228,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3229,latin numeral 3229,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3230,latin numeral 3230,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3231,latin numeral 3231,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3232,latin numeral 3232,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3233,latin numeral 3233,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3234,latin numeral 3234,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3235,latin numeral 3235,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3236,latin numeral 3236,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3237,latin numeral 3237,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3238,latin numeral 3238,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3239,latin numeral 3239,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3240,latin numeral 3240,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3241,latin numeral 3241,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3242,latin numeral 3242,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3243,latin numeral 3243,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3244,latin numeral 3244,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3245,latin numeral 3245,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3246,latin numeral 3246,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3247,latin numeral 3247,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3248,latin numeral 3248,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3249,latin numeral 3249,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3250,latin numeral 3250,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3251,latin numeral 3251,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3252,latin numeral 3252,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3253,latin numeral 3253,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3254,latin numeral 3254,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3255,latin numeral 3255,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3256,latin numeral 3256,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3257,latin numeral 3257,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3258,latin numeral 3258,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3259,latin numeral 3259,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3260,latin numeral 3260,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3261,latin numeral 3261,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3262,latin numeral 3262,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3263,latin numeral 3263,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3264,latin numeral 3264,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3265,latin numeral 3265,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3266,latin numeral 3266,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3267,latin numeral 3267,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3268,latin numeral 3268,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3269,latin numeral 3269,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3270,latin numeral 3270,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3271,latin numeral 3271,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3272,latin numeral 3272,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3273,latin numeral 3273,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3274,latin numeral 3274,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3275,latin numeral 3275,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3276,latin numeral 3276,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3277,latin numeral 3277,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3278,latin numeral 3278,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3279,latin numeral 3279,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3280,latin numeral 3280,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3281,latin numeral 3281,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3282,latin numeral 3282,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3283,latin numeral 3283,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3284,latin numeral 3284,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3285,latin numeral 3285,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3286,latin numeral 3286,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3287,latin numeral 3287,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3288,latin numeral 3288,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3289,latin numeral 3289,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3290,latin numeral 3290,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3291,latin numeral 3291,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3292,latin numeral 3292,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3293,latin numeral 3293,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3294,latin numeral 3294,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3295,latin numeral 3295,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3296,latin numeral 3296,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3297,latin numeral 3297,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3298,latin numeral 3298,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3299,latin numeral 3299,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
3300,latin numeral 3300,quantifier,Low,Caution,Aggressive,news|social|ocr|web,noise,Latin digit token; preserve for finance/QA.
